Channel,file generation,SALEDATE,NO.,BRAN_NAME,NO2,EAN,PRODUCT DES,SHORT_DESC,Region,Category,ITEM_DESC_SECONDARY,GROUP2,BRAND TBASE,COMP ,COLOR_DESC,SIZE_DESC,Sales QTY,SALRRP,TAX,SALNOT,SALMRP
Centro,04-04-2025 10:42,03-Apr-25,1462,Z Square - Kanpur,1233,9153,ELASTIC WAIST BAND CHINO SHORTS,APP 002,West,Topwear,Jacket,Woven,A1,A2,BEIGE,32,1,1549,165.96,1383.04,1799
Centro,04-04-2025 10:42,03-Apr-25,1463,Z Square - Kanpur,1234,9154,ELASTIC WAIST BAND CHINO SHORTS,APP 003,West,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1549,165.96,1383.04,1799
Centro,04-04-2025 10:42,03-Apr-25,1464,Trilium-Amritsar,1235,9155,CARGO SHORTS,APP 004,West,Topwear,Jacket,Woven,A1,A2,OLIVE,34,1,2110.29,226.1,1884.19,2199
Centro,04-04-2025 10:42,03-Apr-25,1465,Quest Kolkatta,1236,9156,GEO PRINTED CHINO SHORTS,APP 005,West,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1549,165.96,1383.04,1799
Centro,04-04-2025 10:42,03-Apr-25,1466,Phoenix Market City Velachery,1237,9157,OVERDYED CARGO SHORTS,APP 006,West,Topwear,Jacket,Woven,A1,A2,NAVY,34,1,2043.44,218.94,1824.5,2299
Centro,04-04-2025 10:42,03-Apr-25,1467,MGF - Jaipur,1238,9158,GEO PRINTED CHINO SHORTS,APP 007,West,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1549,165.96,1383.04,1799
Centro,04-04-2025 10:42,03-Apr-25,1468,Kingston - Goregaon,1239,9159,OVERDYED CARGO PANTS,APP 008,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,3399,364.18,3034.82,3399
mbo,04-04-2025 10:42,03-Apr-25,1469,LS C21 Mall Indore,1240,9160,SHORTS,APP 009,West,Topwear,Jacket,Woven,A1,A2,GREY,30,1,1799,192.76,1606.24,1799
mbo,04-04-2025 10:42,03-Apr-25,1470,Oasis - Bangalore,1241,9161,GEO PRINTED CHINO SHORTS,APP 010,West,Topwear,Jacket,Woven,A1,A2,WHITE,38,1,1799,192.76,1606.24,1799
mbo,04-04-2025 10:42,03-Apr-25,1471,LS Cosmos Mall Agra,1242,9162,GEO PRINTED CHINO SHORTS,APP 001,West,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1799,192.76,1606.24,1799
mbo,04-04-2025 10:42,03-Apr-25,1472,LS-Ambience Mall-Delhi,1243,9163,GEO PRINTED CHINO SHORTS,APP 002,West,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
mbo,04-04-2025 10:42,03-Apr-25,1473,LS-Ambience Mall-Delhi,1244,9164,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 003,West,Topwear,Shirt,Printed,A1,A2,GREEN,S,1,1799,192.76,1606.24,1799
mbo,04-04-2025 10:42,03-Apr-25,1474,LS DLF Mall-Noida,1245,9165,GEO PRINTED CHINO SHORTS,APP 004,West,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1549,165.96,1383.04,1799
mbo,04-04-2025 10:42,03-Apr-25,1475,MGF - Jaipur,1246,9166,ELASTIC WAIST BAND CHINO SHORTS,APP 005,West,Topwear,Jacket,Woven,A1,A2,BEIGE,34,1,1549,165.96,1383.04,1799
mbo,04-04-2025 10:42,03-Apr-25,1476,LS-VR Mall-Nagpur,1247,9167,ELASTIC WAIST BAND CHINO SHORTS,APP 006,West,Topwear,Jacket,Woven,A1,A2,BEIGE,34,1,1799,192.76,1606.24,1799
mbo,04-04-2025 10:42,03-Apr-25,1477,LS-Prestige Shantinketan-Bangalore,1248,9168,ELASTIC WAIST BAND CHINO SHORTS,APP 007,West,Topwear,Jacket,Woven,A1,A2,GREEN,30,1,1549,165.96,1383.04,1799
SIS,04-04-2025 10:42,03-Apr-25,1478,METROPOLIS MALL GURGAON,1249,9169,HALF SLEEVE PRINTED SHIRT,APP 008,West,Topwear,Shirt,Printed,A1,A2,BLUE,L,1,1799,192.76,1606.24,1799
SIS,04-04-2025 10:42,03-Apr-25,1479,LS-Vagas Mall-New Delhi,1250,9170,ELASTIC WAIST BAND CHINO SHORTS,APP 009,West,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1799,192.76,1606.24,1799
SIS,04-04-2025 10:42,03-Apr-25,1480,LS-Gaur City Mall-Noida,1251,9171,COTTON LYCRA CARGO PANT,APP 010,West,Bottomwear,Pant,5 Pocket,A1,A2,GREEN,32,1,3199,342.76,2856.24,3199
SIS,04-04-2025 10:42,03-Apr-25,1481,Waltair Uplands-Vizag-LS,1252,9172,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 001,West,Topwear,Shirt,Printed,A1,A2,GREEN,M,1,1799,192.76,1606.24,1799
SIS,04-04-2025 10:42,03-Apr-25,1482,Phoenix Market City Velachery,1253,9173,ELASTIC WAIST BAND CHINO SHORTS,APP 002,West,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1799,192.76,1606.24,1799
SIS,04-04-2025 10:42,03-Apr-25,1483,Kingston - Goregaon,1254,9174,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 003,West,Topwear,Shirt,Printed,A1,A2,WHITE,M,1,1705.85,182.76,1523.09,1799
SIS,04-04-2025 10:42,03-Apr-25,1484,LS C21 Mall Indore,1255,9175,COTTON LYCRA CARGO PANT,APP 004,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,3199,342.76,2856.24,3199
SIS,04-04-2025 10:42,03-Apr-25,1485,Oasis - Bangalore,1256,9176,CHINO SHORTS,APP 005,West,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1699,182.04,1516.96,1699
SIS,04-04-2025 10:42,03-Apr-25,1486,Pacific - Khayala,1257,9177,ELASTIC WAIST BAND CHINO SHORTS,APP 006,West,Topwear,Jacket,Woven,A1,A2,WHITE,28,1,1799,192.76,1606.24,1799
EBO,04-04-2025 10:42,03-Apr-25,1487,Phoenix Market City-LS-PUNE,1258,9178,OVERDYED CARGO PANTS,APP 007,West,Bottomwear,Pant,5 Pocket,A1,A2,GREY,34,1,3399,364.18,3034.82,3399
EBO,04-04-2025 10:42,03-Apr-25,1488,Phoenix Market City-LS-BLR,1259,9179,ELASTIC WAIST BAND CHINO SHORTS,APP 008,West,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1799,192.76,1606.24,1799
EBO,04-04-2025 10:42,03-Apr-25,1489,Quest Kolkatta,1260,9180,PELICAN  PRINTED CHINO SHORTS,APP 009,West,Topwear,Jacket,Woven,A1,A2,LIGHT BLUE,28,1,1549,165.96,1383.04,1799
EBO,04-04-2025 10:42,03-Apr-25,1490,Sarath City Mall-Hyderabad-LS,1261,9181,ELASTIC WAIST BAND CHINO SHORTS,APP 010,West,Topwear,Jacket,Woven,A1,A2,WHITE,30,1,1757.3,188.28,1569.02,1799
EBO,04-04-2025 10:42,03-Apr-25,1491,LS-Phoenix Marketcity-Lucknow,1262,9182,OVERDYED CARGO SHORTS,APP 001,West,Topwear,Jacket,Woven,A1,A2,OLIVE,34,1,2299,246.32,2052.68,2299
EBO,04-04-2025 10:42,03-Apr-25,1492,MBD Neopolis - Ludhiana,1263,9183,COTTON LYCRA CARGO PANT,APP 002,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,34,1,3199,342.76,2856.24,3199
EBO,04-04-2025 10:42,03-Apr-25,1493,Runwal - Mulund,1264,9184,OVERDYED CARGO SHORTS,APP 003,West,Topwear,Jacket,Woven,A1,A2,GREY,36,1,1902.13,203.8,1698.33,2299
EBO,04-04-2025 10:42,03-Apr-25,1494,Phoenix Market City Velachery,1265,9185,CARGO SHORTS,APP 004,West,Topwear,Jacket,Woven,A1,A2,OLIVE,34,1,1954.56,209.42,1745.14,2199
EBO,04-04-2025 10:42,03-Apr-25,1495,LS DLF Mall-Noida,1266,9186,PELICAN  PRINTED CHINO SHORTS,APP 005,West,Topwear,Jacket,Woven,A1,A2,BLUE,34,1,1549,165.96,1383.04,1799
Eomm,04-04-2025 10:42,03-Apr-25,1496,Kingston - Goregaon,1267,9187,CARGO SHORTS,APP 006,West,Topwear,Jacket,Woven,A1,A2,BLACK,30,1,2117.44,226.86,1890.58,2199
Eomm,04-04-2025 10:42,03-Apr-25,1497,METROPOLIS MALL GURGAON,1268,9188,COTTON LYCRA CARGO PANT,APP 007,West,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,34,1,3199,342.76,2856.24,3199
Eomm,04-04-2025 10:42,03-Apr-25,1498,Pacific - Khayala,1269,9189,CHINO SHORTS,APP 008,West,Topwear,Jacket,Woven,A1,A2,BEIGE,34,1,1699,182.04,1516.96,1699
Eomm,04-04-2025 10:42,03-Apr-25,1499,Pacific - Khayala,1270,9190,ELASTIC WAIST BAND CHINO SHORTS,APP 009,West,Topwear,Jacket,Woven,A1,A2,BEIGE,34,1,1799,192.76,1606.24,1799
Eomm,04-04-2025 10:42,03-Apr-25,1500,Pacific - Khayala,1271,9191,SHORTS,APP 010,West,Topwear,Jacket,Woven,A1,A2,GREY,32,1,1799,192.76,1606.24,1799
Eomm,04-05-2025 10:50,04-Apr-25,1501,Phoenix Market City-LS-BLR,1272,9192,OVERDYED CARGO SHORTS,APP 001,West,Topwear,Jacket,Woven,A1,A2,NAVY,30,1,2029.46,217.44,1812.02,2299
Eomm,04-05-2025 10:50,04-Apr-25,1502,Phoenix Market City-LS-BLR,1273,9193,CARGO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,BLACK,32,1,2199,235.6,1963.4,2199
Eomm,04-05-2025 10:50,04-Apr-25,1503,Z Square - Kanpur,1274,9194,SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,NAVY,36,1,1549,165.96,1383.04,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1504,LS-City One Mall-Pune,1275,9195,OVERDYED CARGO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,GREY,30,1,2100.74,225.08,1875.66,2299
Lifestyle,04-05-2025 10:50,04-Apr-25,1505,Express Avenue - Chennai,1276,9196,CHINO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,GREEN,30,1,1699,182.04,1516.96,1699
Lifestyle,04-05-2025 10:50,04-Apr-25,1506,MBD Neopolis - Ludhiana,1277,9197,SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,GREY,32,1,1799,192.76,1606.24,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1507,Runwal - Ghatkopar,1278,9198,ELASTIC WAIST BAND CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1508,Phoenix Market City Velachery,1279,9199,ELASTIC WAIST BAND CHINO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,BEIGE,34,1,1549,165.96,1383.04,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1509,Inorbit - Cyberabad,1280,9200,SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,NAVY,32,1,1799,192.76,1606.24,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1510,Pacific - Khayala,1281,9201,ELASTIC WAIST BAND CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,BEIGE,40,1,1799,192.76,1606.24,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1511,Citi Centre- Rohini,1282,9202,LINEN LOOK  CARGO POCKET PANT,APP 001,East,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,30,1,2699,289.18,2409.82,2699
Lifestyle,04-05-2025 10:50,04-Apr-25,1512,Ls-Sports Club Pune,1283,9203,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 002,East,Topwear,Shirt,Printed,A1,A2,WHITE,M,1,1799,192.76,1606.24,1799
Centro,04-05-2025 10:50,04-Apr-25,1513,Phoenix Market City-LS-BLR,1284,9204,COTTON LYCRA CARGO PANT,APP 003,East,Bottomwear,Pant,5 Pocket,A1,A2,GREEN,34,1,3199,342.76,2856.24,3199
Centro,04-05-2025 10:50,04-Apr-25,1514,Phoenix Market City-LS-BLR,1285,9205,COTTON LYCRA CARGO PANT,APP 004,East,Bottomwear,Pant,5 Pocket,A1,A2,GREEN,32,1,2954.11,316.52,2637.59,3199
Centro,04-05-2025 10:50,04-Apr-25,1515,Phoenix Market City-LS-BLR,1286,9206,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 005,East,Topwear,Shirt,Printed,A1,A2,WHITE,L,1,1799,192.76,1606.24,1799
Centro,04-05-2025 10:50,04-Apr-25,1516,Z Square - Kanpur,1287,9207,ELASTIC WAIST BAND CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,GREEN,36,1,1549,165.96,1383.04,1799
Centro,04-05-2025 10:50,04-Apr-25,1517,Kingston - Goregaon,1288,9208,ELASTIC WAIST BAND CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,WHITE,38,1,1799,192.76,1606.24,1799
Centro,04-05-2025 10:50,04-Apr-25,1518,Kingston - Goregaon,1289,9209,CHINO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1699,182.04,1516.96,1699
Centro,04-05-2025 10:50,04-Apr-25,1519,Gopalan Signature Mall-Bangalore,1290,9210,HALF SLEEVE PRINTED SHIRT,APP 009,East,Topwear,Shirt,Printed,A1,A2,WHITE,XXL,1,2113.04,226.4,1886.64,2199
Centro,04-05-2025 10:50,04-Apr-25,1520,LS-Vagas Mall-New Delhi,1291,9211,CARGO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,BROWN,30,1,2199,235.6,1963.4,2199
Centro,04-05-2025 10:50,04-Apr-25,1521,Phoenix Market City-LS-BLR,1292,9212,COTTON LYCRA CARGO PANT,APP 001,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,2954.1,316.52,2637.58,3199
mbo,04-05-2025 10:50,04-Apr-25,1522,Phoenix Market City-LS-BLR,1293,9213,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 002,East,Topwear,Shirt,Printed,A1,A2,GREEN,L,1,1999,214.18,1784.82,1999
mbo,04-05-2025 10:50,04-Apr-25,1523,ICC Mall-LS-PUNE,1294,9214,OVERDYED CARGO PANTS,APP 003,East,Bottomwear,Pant,5 Pocket,A1,A2,GREY,28,1,3399,364.18,3034.82,3399
mbo,04-05-2025 10:50,04-Apr-25,1524,Ls Seasons Mall-Pune,1295,9215,GEO PRINTED CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1799,192.76,1606.24,1799
mbo,04-05-2025 10:50,04-Apr-25,1525,Phoenix Market City Velachery,1296,9216,OVERDYED CARGO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,OLIVE,30,1,2299,246.32,2052.68,2299
mbo,04-05-2025 10:50,04-Apr-25,1526,Phoenix Market City Velachery,1297,9217,ELASTIC WAIST BAND CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1549,165.96,1383.04,1799
mbo,04-05-2025 10:50,04-Apr-25,1527,LS DLF Mall-Noida,1298,9218,PELICAN  PRINTED CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,BLUE,34,1,1649,176.68,1472.32,1799
mbo,04-05-2025 10:50,04-Apr-25,1528,LS-VR Mall-Nagpur,1299,9219,ELASTIC WAIST BAND CHINO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1799,192.76,1606.24,1799
mbo,04-05-2025 10:50,04-Apr-25,1529,LS-VR Mall-Nagpur,1300,9220,CHINO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,BLACK,28,1,1699,182.04,1516.96,1699
mbo,04-05-2025 10:50,04-Apr-25,1530,LS-VR Mall-Nagpur,1301,9221,PELICAN  PRINTED CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,LIGHT BLUE,30,1,1656.9,177.52,1479.38,1799
SIS,04-05-2025 10:50,04-Apr-25,1531,My Home - Hyderabad,1302,9222,SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,NAVY,40,1,1799,192.76,1606.24,1799
SIS,04-05-2025 10:50,04-Apr-25,1532,Oasis - Bangalore,1303,9223,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 002,East,Topwear,Shirt,Printed,A1,A2,GREEN,L,1,1642.43,175.98,1466.45,1799
SIS,04-05-2025 10:50,04-Apr-25,1533,METROPOLIS MALL GURGAON,1304,9224,OVERDYED CARGO PANTS,APP 003,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,3399,364.18,3034.82,3399
SIS,04-05-2025 10:50,04-Apr-25,1534,Pacific - Khayala,1305,9225,PELICAN  PRINTED CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,LIGHT BLUE,36,1,1799,192.76,1606.24,1799
SIS,04-05-2025 10:50,04-Apr-25,1535,Pacific Dehradun,1306,9226,LINEN LOOK  CARGO POCKET PANT,APP 005,East,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,32,1,2469.2,264.56,2204.64,2699
SIS,04-05-2025 10:50,04-Apr-25,1536,Ls- Marina Mall OMR-Chennai,1307,9227,HALF SLEEVE PRINTED SHIRT,APP 006,East,Topwear,Shirt,Printed,A1,A2,NATURAL,M,1,2199,235.6,1963.4,2199
SIS,04-05-2025 10:50,04-Apr-25,1537,Phoenix Market City-LS-BLR,1308,9228,OVERDYED CARGO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,BROWN,30,1,2029.46,217.44,1812.02,2299
SIS,04-05-2025 10:50,04-Apr-25,1538,Phoenix Market City-LS-BLR,1309,9229,CARGO PANT,APP 008,East,Bottomwear,Pant,5 Pocket,A1,A2,KHAKI,36,1,3199,342.76,2856.24,3199
SIS,04-05-2025 10:50,04-Apr-25,1539,V R Mall-Chennai-LS,1310,9230,GEO PRINTED CHINO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1549,165.96,1383.04,1799
EBO,04-05-2025 10:50,04-Apr-25,1540,LS-Rcube Mall-Noida,1311,9231,GEO PRINTED CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1611.53,172.66,1438.87,1799
EBO,04-05-2025 10:50,04-Apr-25,1541,LS-Sparkle One Mall of Asia-BLR,1312,9232,ELASTIC WAIST BAND CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1549,165.96,1383.04,1799
EBO,04-05-2025 10:50,04-Apr-25,1542,LS-Sparkle One Mall of Asia-BLR,1313,9233,HALF SLEEVE PRINTED SHIRT,APP 002,East,Topwear,Shirt,Printed,A1,A2,NATURAL,XL,1,2199,235.6,1963.4,2199
EBO,04-05-2025 10:50,04-Apr-25,1543,LS-Ambience Mall-Delhi,1314,9234,HALF SLEEVE PRINTED SLUB VISCOSE SHIRT,APP 003,East,Topwear,Shirt,Printed,A1,A2,WHITE,S,1,1799,192.76,1606.24,1799
EBO,04-05-2025 10:50,04-Apr-25,1544,LS DLF Mall-Noida,1315,9235,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 004,East,Topwear,Shirt,Printed,A1,A2,GREEN,L,1,1999,214.18,1784.82,1999
EBO,04-05-2025 10:50,04-Apr-25,1545,LS DLF Mall-Noida,1316,9236,SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,NAVY,34,1,1649,176.68,1472.32,1799
EBO,04-05-2025 10:50,04-Apr-25,1546,MGF - Jaipur,1317,9237,LINEN LOOK  CARGO POCKET PANT,APP 006,East,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,30,1,2699,289.18,2409.82,2699
EBO,04-05-2025 10:50,04-Apr-25,1547,LS-Mall of millennium-Wakad-Pune,1318,9238,CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,BLACK,32,1,1699,182.04,1516.96,1699
EBO,04-05-2025 10:50,04-Apr-25,1548,Citi Centre- Rohini,1319,9239,CARGO PANT,APP 008,East,Bottomwear,Pant,5 Pocket,A1,A2,KHAKI,32,1,3199,342.76,2856.24,3199
Eomm,04-05-2025 10:50,04-Apr-25,1549,LS-Gaur City Mall-Noida,1320,9240,ELASTIC WAIST BAND CHINO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,GREEN,30,1,1799,192.76,1606.24,1799
Eomm,04-05-2025 10:50,04-Apr-25,1550,Pacific Dehradun,1321,9241,OVERDYED CARGO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,NAVY,36,1,2099,224.9,1874.1,2299
Eomm,04-05-2025 10:50,04-Apr-25,1551,Ahmedabad-Alpha One Mall,1322,9242,ELASTIC WAIST BAND CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1549,165.96,1383.04,1799
Eomm,04-05-2025 10:50,04-Apr-25,1552,Trilium-Amritsar,1323,9243,CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,GREEN,36,1,1699,182.04,1516.96,1699
Eomm,04-05-2025 10:50,04-Apr-25,1553,ICC Mall-LS-PUNE,1324,9244,PELICAN  PRINTED CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,BLUE,28,1,1549,165.96,1383.04,1799
Eomm,04-05-2025 10:50,04-Apr-25,1554,V R Mall-Chennai-LS,1325,9245,SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,NAVY,34,1,1549,165.96,1383.04,1799
Eomm,04-05-2025 10:50,04-Apr-25,1555,Express Avenue - Chennai,1326,9246,SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,GREY,34,1,1799,192.76,1606.24,1799
Eomm,04-05-2025 10:50,04-Apr-25,1556,LS-PMC-Indore,1327,9247,CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,BEIGE,36,1,1565.64,167.74,1397.9,1699
Lifestyle,04-05-2025 10:50,04-Apr-25,1557,LS-PMC-Indore,1328,9248,CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,WHITE,30,1,1504.72,161.22,1343.5,1699
Lifestyle,04-05-2025 10:50,04-Apr-25,1558,LS-Sparkle One Mall of Asia-BLR,1329,9249,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 008,East,Topwear,Shirt,Printed,A1,A2,BEIGE,XL,1,1799.1,192.76,1606.34,1999
Lifestyle,04-05-2025 10:50,04-Apr-25,1559,LS-Ambience Mall-Delhi,1330,9250,GEO PRINTED CHINO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,-1,-1799,-192.76,-1606.24,-1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1560,Kingston - Goregaon,1331,9251,SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,GREY,32,1,1799,192.76,1606.24,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1561,LS-VR Mall-Nagpur,1332,9252,OVERDYED CARGO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,GREY,30,1,2117.4,226.86,1890.54,2299
Lifestyle,04-05-2025 10:50,04-Apr-25,1562,LS-VR Mall-Nagpur,1333,9253,GEO PRINTED CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,GREEN,30,1,1656.9,177.52,1479.38,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1563,LS-VR Mall-Nagpur,1334,9254,GEO PRINTED CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,WHITE,30,1,1656.9,177.52,1479.38,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1564,Inorbit - Cyberabad,1335,9255,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 004,East,Topwear,Shirt,Printed,A1,A2,GREEN,S,1,1999,214.18,1784.82,1999
Lifestyle,04-05-2025 10:50,04-Apr-25,1565,METROPOLIS MALL GURGAON,1336,9256,SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,NAVY,32,1,1799,192.76,1606.24,1799
Centro,04-05-2025 10:50,04-Apr-25,1566,Ahmedabad-Alpha One Mall,1337,9257,ELASTIC WAIST BAND CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,2,3348,358.72,2989.28,3598
Centro,04-05-2025 10:50,04-Apr-25,1567,Phoenix Market City-LS-BLR,1338,9258,ELASTIC WAIST BAND CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,GREEN,28,1,1588.08,170.16,1417.92,1799
Centro,04-05-2025 10:50,04-Apr-25,1568,Z Square - Kanpur,1339,9259,OVERDYED CARGO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,NAVY,36,1,2049,219.54,1829.46,2299
Centro,04-05-2025 10:50,04-Apr-25,1569,Ls Mum Market City-Kurla,1340,9260,OVERDYED CARGO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,BROWN,36,1,2299,246.32,2052.68,2299
Centro,04-05-2025 10:50,04-Apr-25,1570,ICC Mall-LS-PUNE,1341,9261,SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,GREY,34,1,1799,192.76,1606.24,1799
Centro,04-05-2025 10:50,04-Apr-25,1571,ICC Mall-LS-PUNE,1342,9262,ELASTIC WAIST BAND CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,GREEN,28,1,1549,165.96,1383.04,1799
Centro,04-05-2025 10:50,04-Apr-25,1572,Quest Kolkatta,1343,9263,CARGO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,BLACK,32,1,2199,235.6,1963.4,2199
Centro,04-05-2025 10:50,04-Apr-25,1573,Express Avenue - Chennai,1344,9264,CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1699,182.04,1516.96,1699
Centro,04-05-2025 10:50,04-Apr-25,1574,Express Avenue - Chennai,1345,9265,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 004,East,Topwear,Shirt,Printed,A1,A2,GREEN,L,1,1999,214.18,1784.82,1999
mbo,04-05-2025 10:50,04-Apr-25,1575,Sarath City Mall-Hyderabad-LS,1346,9266,OVERDYED CARGO PANTS,APP 005,East,Bottomwear,Pant,5 Pocket,A1,A2,GREY,30,1,2889.71,309.62,2580.09,3399
mbo,04-05-2025 10:50,04-Apr-25,1576,LS-Phoenix Marketcity-Lucknow,1347,9267,SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,GREY,34,1,1799,192.76,1606.24,1799
mbo,04-05-2025 10:50,04-Apr-25,1577,Adarsh - Bangalore,1348,9268,CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,BLACK,34,1,1541.57,165.16,1376.41,1699
mbo,04-05-2025 10:50,04-Apr-25,1578,LS-Ambience Mall-Delhi,1349,9269,CARGO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,OLIVE,30,1,1923.99,206.14,1717.85,2199
mbo,04-05-2025 10:50,04-Apr-25,1579,North Country-Mohali,1350,9270,OVERDYED CARGO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,OLIVE,36,1,2299,246.32,2052.68,2299
mbo,04-05-2025 10:50,04-Apr-25,1580,LS-Mall of millennium-Wakad-Pune,1351,9271,ELASTIC WAIST BAND CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,GREEN,30,1,1799,192.76,1606.24,1799
